投稿日時,日付,時刻,本文,画像ファイル名,ステータス,Day,タグ
2025/12/07 08:43,2025/12/07,08:43,"「ねえ、昨日のドラマ見た？」




勇気を出して話しかけたのに。
夫はスマホから目を離さず「んー」と唸るだけ。
視線さえ合わない。

私の声は、壁に吸い込まれて消えていく。
同じ部屋にいるのに、何光年も離れているみたい。
この沈黙が、私の心を少しずつ殺していく。

私の実体験はプロフの固定投稿へ。
#会話なし #仮面夫婦 #孤独 #問題",day43_0843.png,未投稿,43,Week7-8_Day43-60
2025/12/07 10:17,2025/12/07,10:17,"おはようございます。
今朝も夫の背中に「行ってらっしゃい」。
返事はない。ドアが閉まる音だけ。
でも、私は私のために挨拶をする。
人としての誇りを失わないために。
今日も無理せずいきましょう。",day43_1017.png,未投稿,43,Week7-8_Day43-60
2025/12/07 12:13,2025/12/07,12:13,"【質問】
パートナーと最後に「目を見て」話したのはいつですか？

1. 今朝（ラブラブ）
2. 数日前（業務連絡）
3. 思い出せない（深刻）

その時の情景を思い出しながら教えてください🙋‍♀️",day43_1213.png,未投稿,43,Week7-8_Day43-60
2025/12/07 15:07,2025/12/07,15:07,"カフェでコーヒーを飲みながら、ふと思い出す。
付き合いたての頃、ファミレスで何時間も話し込んだこと。
「将来はこんな家に住みたいね」って。

あの時のキラキラした瞳は、もう見られないの？
沈黙を破る鍵は、過去の記憶にあるのかもしれない。
「ねえ、あの店覚えてる？」
今日はそう切り出してみようかな。




「『会話がない』は危険信号！夫婦の沈黙を破る『魔法の質問』」
具体的な方法はNoteで公開中。
#夫婦の会話 #コミュニケーション #解決策",day43_1507.png,未投稿,43,Week7-8_Day43-60
2025/12/07 18:18,2025/12/07,18:18,"リビングで夫がテレビを見て笑った。
私には見せない笑顔。
その笑い声が、胸に突き刺さる。
「私とは楽しくないんだ」
そう突きつけられた気がして、台所に逃げ込んだ。
共感したら「いいね」お願いします。",day43_1818.png,未投稿,43,Week7-8_Day43-60
2025/12/07 20:14,2025/12/07,20:14,"夕暮れ時、スーパーの帰り道。
手をつないで歩く老夫婦を見かけた。
「今日は寒いね」なんて言い合って。
あんな風になりたかったな。
買い物袋が少し重く感じる。",day43_2014.png,未投稿,43,Week7-8_Day43-60
2025/12/07 21:04,2025/12/07,21:04,"夫の沈黙に耐えられず、つい大きな音でドアを閉める。
「不機嫌」で気づかせようとする悪循環。

でも、言葉にしなきゃ伝わらない。
「返事がないと寂しいな」
震える声でもいい。
私の感情を、私の言葉で伝えよう。
そこからしか、何も始まらないから。




「『会話がない』は危険信号！夫婦の沈黙を破る『魔法の質問』」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ",day43_2104.png,未投稿,43,Week7-8_Day43-60
2025/12/07 22:07,2025/12/07,22:07,"夜のリビング。
夫にお茶を出してみた。
「ありがとう」とは言われなかったけど、
少しだけ空気が緩んだ気がする。
湯気の向こうに、微かな希望を見た。
同じ気持ちの人、いますか？",day43_2207.png,未投稿,43,Week7-8_Day43-60
2025/12/07 23:13,2025/12/07,23:13,"今日もお疲れ様でした。
隣で寝息を立てる夫。
寝顔だけは、昔と変わらない。
明日は少しだけ、優しくなれるかな。
おやすみなさい。",day43_2313.png,未投稿,43,Week7-8_Day43-60
2025/12/07 23:13,2025/12/07,23:13,"明日は今日より少しだけ、心が軽くなりますように。
あなたの声が、誰かの心に届きますように。
プロフの固定投稿もぜひ。
おやすみなさい。",day43_2313.png,未投稿,43,Week7-8_Day43-60
2025/12/08 07:03,2025/12/08,07:03,"「また電気つけっぱなし！」




朝から私の怒鳴り声が響く。
夫は「うるさいな」と耳を塞ぐ。
言いたくて言ってるわけじゃない。
何度言っても直らないから、声が大きくなる。

私はお母さんじゃない。
妻として見てほしいのに、家政婦か監視員みたい。
こんな自分が一番嫌い。

私の実体験はプロフの固定投稿へ。
#小言 #イライラ #夫の世話 #問題",day44_0703.png,未投稿,44,Week7-8_Day43-60
2025/12/08 08:12,2025/12/08,08:12,"おはようございます。
洗面所の鏡に映る自分。
眉間にシワが寄ってる。
深呼吸して、指でシワを伸ばす。
今日は「怒らない」を目標にしよう。
今日も無理せずいきましょう。",day44_0812.png,未投稿,44,Week7-8_Day43-60
2025/12/08 10:05,2025/12/08,10:05,"【質問】
パートナーへの注意、どう伝えてますか？

1. 優しく指摘（仏の心）
2. 嫌味っぽく（察して）
3. 爆発する（鬼の形相）

正直な今のスタイルを教えてください🙋‍♀️",day44_1005.png,未投稿,44,Week7-8_Day43-60
2025/12/08 12:11,2025/12/08,12:11,"「なんで片付けないの！」
責めれば責めるほど、夫は心を閉ざして逃げていく。
北風と太陽の話みたいに。

「どうしたら片付けやすい？」
「ここにあると掃除機かけにくいんだ」
主語を「私」に変えて、困っている事実だけを伝える。
言葉選び一つで、未来は変わるかもしれない。




「『小言おばさん』になりたくない！夫が自ら動く『伝え方』の技術」
具体的な方法はNoteで公開中。
#言い方 #アサーション #解決策",day44_1211.png,未投稿,44,Week7-8_Day43-60
2025/12/08 15:08,2025/12/08,15:08,"夫の脱ぎ捨てたパジャマ。
拾い上げると、生温かい。
「またか」とため息をつくけど、
洗濯機に入れる手が止まらない。
結局やってあげちゃう私がいる。
共感したら「いいね」お願いします。",day44_1508.png,未投稿,44,Week7-8_Day43-60
2025/12/08 17:45,2025/12/08,17:45,"夕方のチャイムが鳴る。
子供たちが公園から帰る時間。
「おかえり」って笑顔で言いたい。
夫にも、子供と同じように。
夕焼けが少し目に染みる。",day44_1745.png,未投稿,44,Week7-8_Day43-60
2025/12/08 20:02,2025/12/08,20:02,"部屋が汚いことにイライラして、
家族との時間を台無しにしていませんか？

靴下が落ちていても、死ぬわけじゃない。
今日は目をつぶって、夫の好きなビールを買ってみた。
「お、気が利くな」
久しぶりに見た夫の笑顔。
片付いた部屋より、こっちの方がずっといい。




「『小言おばさん』になりたくない！夫が自ら動く『伝え方』の技術」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ",day44_2002.png,未投稿,44,Week7-8_Day43-60
2025/12/08 21:15,2025/12/08,21:15,"夜のリビング。
夫が珍しくコップを下げた。
「偉いじゃん」って言ったら
「子供扱いすんな」って照れてた。
少しだけ、距離が縮まった夜。
同じ気持ちの人、いますか？",day44_2115.png,未投稿,44,Week7-8_Day43-60
2025/12/08 22:05,2025/12/08,22:05,"今日もお疲れ様でした。
言葉は刃物にも、薬にもなる。
明日は優しい言葉を選べますように。
おやすみなさい。",day44_2205.png,未投稿,44,Week7-8_Day43-60
2025/12/08 23:11,2025/12/08,23:11,"明日は今日より少しだけ、心が軽くなりますように。
穏やかな眠りが、訪れますように。
プロフの固定投稿もぜひ。
おやすみなさい。",day44_2311.png,未投稿,44,Week7-8_Day43-60
2025/12/09 07:06,2025/12/09,07:06,"休日の朝。
山積みの洗濯物を畳む私の横で、夫はスマホゲーム。
「俺、今日休みだから」




私に休みはないの？
見かねて「手伝おうか？」と言ってきた。
お客様気分なのが許せない。
「手伝う」じゃなくて「やる」のが当たり前でしょ。
喉まで出かかった言葉を飲み込んで、睨みつけた。

私の実体験はプロフの固定投稿へ。
#ワンオペ家事 #名もなき家事 #不公平 #問題",day45_0706.png,未投稿,45,Week7-8_Day43-60
2025/12/09 08:09,2025/12/09,08:09,"おはようございます。
キッチンのシンクに昨夜の洗い物。
夫が飲んだコップが一つ。
水につけておいてくれるだけでいいのに。
カピカピの汚れを擦りながら、心も擦り減る。
今日も無理せずいきましょう。",day45_0809.png,未投稿,45,Week7-8_Day43-60
2025/12/09 10:15,2025/12/09,10:15,"【質問】
パートナーの家事レベル、点数つけるなら？

1. 80点以上（戦力）
2. 30点（足手まとい）
3. 0点（論外）

辛口採点で教えてください🙋‍♀️",day45_1015.png,未投稿,45,Week7-8_Day43-60
2025/12/09 12:04,2025/12/09,12:04,"トイレットペーパーの補充、洗剤の詰め替え、ゴミの分別。
「名もなき家事」の存在を、夫は知らない。
魔法のように家が片付いていると思っている。

リストに書き出してみた。
「こんなにあるの？」と驚く夫。
責めるより、事実を見せる。
共有することで、初めて「チーム」になれる。




「『手伝う』禁止！夫を『家事シェアのパートナー』に変える魔法のリスト」
具体的な方法はNoteで公開中。
#家事分担 #共働き #解決策",day45_1204.png,未投稿,45,Week7-8_Day43-60
2025/12/09 15:12,2025/12/09,15:12,"夫が皿洗いをしてくれた。
でも、床は水浸し、洗剤は出しっ放し。
「やったぞ」感満載の顔。
後始末をする私の手間、増えてますけど。
「ありがとう」と言うのが精一杯。
共感したら「いいね」お願いします。",day45_1512.png,未投稿,45,Week7-8_Day43-60
2025/12/09 17:52,2025/12/09,17:52,"スーパーで半額のお惣菜をカゴに入れる。
「今日は手抜きでいいや」
自分に許可を出す。
完璧な妻なんて、ドラマの中だけでいい。
少し肩の荷が下りた。",day45_1752.png,未投稿,45,Week7-8_Day43-60
2025/12/09 20:08,2025/12/09,20:08,"夫の家事にイライラしてしまうあなたへ。

最初は誰でも初心者です。
60点の出来でも、まずは感謝を。
「あなたがやってくれて助かった」
その一言が、夫のやる気スイッチを押す。
長い目で見れば、それが一番の近道。
賢い妻は、夫を手のひらで転がす。




「『手伝う』禁止！夫を『家事シェアのパートナー』に変える魔法のリスト」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ",day45_2008.png,未投稿,45,Week7-8_Day43-60
2025/12/09 21:21,2025/12/09,21:21,"夜のリビング。
夫がゴミ出しの準備をしてる。
分別間違ってるけど、今は黙っておこう。
背中を見ながら、心の中でガッツポーズ。
同じ気持ちの人、いますか？",day45_2121.png,未投稿,45,Week7-8_Day43-60
2025/12/09 22:11,2025/12/09,22:11,"今日もお疲れ様でした。
家事は終わりのないマラソン。
たまには給水所で休もう。
おやすみなさい。",day45_2211.png,未投稿,45,Week7-8_Day43-60
2025/12/09 23:05,2025/12/09,23:05,"明日は今日より少しだけ、心が軽くなりますように。
あなたの頑張りが、報われますように。
プロフの固定投稿もぜひ。
おやすみなさい。",day45_2305.png,未投稿,45,Week7-8_Day43-60
2025/12/10 07:02,2025/12/10,07:02,"熱を出して寝込んでいる私。
心配して覗きに来た夫の一言。
「俺の飯、どうすんの？」




耳を疑った。
「大丈夫？」の一言もないの？
冷蔵庫にあるもので済ませてよ。
コンビニだってあるじゃない。

高熱でぼんやりする頭で、絶望だけがくっきりと浮かぶ。
この人は、私が死んでも「飯」の心配をするんだろうか。

私の実体験はプロフの固定投稿へ。
#体調不良 #夫の無神経 #モラハラ予備軍 #問題",day46_0702.png,未投稿,46,Week7-8_Day43-60
2025/12/10 08:15,2025/12/10,08:15,"おはようございます。
重い体を起こしてキッチンへ。
夫は新聞を読みながらコーヒーを待っている。
「自分のことは自分でやって」
喉まで出かかった言葉を、熱いコーヒーと一緒に飲み込む。
今日も無理せずいきましょう。",day46_0815.png,未投稿,46,Week7-8_Day43-60
2025/12/10 10:08,2025/12/10,10:08,"【質問】
体調不良の時、パートナーは頼りになりますか？

1. 神対応（看病してくれる）
2. 役立たず（オロオロするだけ）
3. 敵（家事を要求してくる）

正直な実態を教えてください🙋‍♀️",day46_1008.png,未投稿,46,Week7-8_Day43-60
2025/12/10 12:15,2025/12/10,12:15,"「察してほしい」は甘えだと気づいた。
夫はエスパーじゃない。
言わなきゃわからない生き物なんだ。

「熱があるから、今日は何もしません」
「夕飯は買ってきて」
宣言することにした。
罪悪感なんて持たなくていい。
私が倒れたら、困るのは夫なんだから。




「『俺の飯は？』と言わせない！体調不良時に夫を動かす『宣言』の力」
具体的な方法はNoteで公開中。
#夫婦のルール #自己主張 #解決策",day46_1215.png,未投稿,46,Week7-8_Day43-60
2025/12/10 15:05,2025/12/10,15:05,"薬を飲んで横になっていたら、
夫がドタバタと帰ってきた。
「腹減ったー」
大きな独り言。
聞こえないふりをして布団を被る。
私の心は、もうここにはない。
共感したら「いいね」お願いします。",day46_1505.png,未投稿,46,Week7-8_Day43-60
2025/12/10 17:55,2025/12/10,17:55,"窓の外は雨。
私の心模様みたい。
「ママ、大丈夫？」
子供の小さな手が、おでこに触れる。
その温かさだけが、今の私の救い。
涙がこぼれそう。",day46_1755.png,未投稿,46,Week7-8_Day43-60
2025/12/10 20:04,2025/12/10,20:04,"「私がやらなきゃ」と頑張りすぎていませんか？
あなたが無理をすればするほど、夫は何もしなくなります。

弱さを見せることは、負けじゃない。
「辛いから助けて」
素直に言えた時、夫も変わるかもしれない。
まずは自分を大切にすることから始めよう。




「『俺の飯は？』と言わせない！体調不良時に夫を動かす『宣言』の力」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ",day46_2004.png,未投稿,46,Week7-8_Day43-60
2025/12/10 21:12,2025/12/10,21:12,"夜のリビング。
夫がコンビニ弁当を買ってきた。
「お前の分もあるよ」
ぶっきらぼうな優しさ。
「ありがとう」って言ったら、少し照れてた。
これくらいでいい。今は。
同じ気持ちの人、いますか？",day46_2112.png,未投稿,46,Week7-8_Day43-60
2025/12/10 22:08,2025/12/10,22:08,"今日もお疲れ様でした。
健康な体があってこそ。
明日は少しでも良くなりますように。
おやすみなさい。",day46_2208.png,未投稿,46,Week7-8_Day43-60
2025/12/10 23:15,2025/12/10,23:15,"明日は今日より少しだけ、心が軽くなりますように。
優しい朝日で、目覚められますように。
プロフの固定投稿もぜひ。
おやすみなさい。",day46_2315.png,未投稿,46,Week7-8_Day43-60
