"Text","Image URL","Tags","Posting Time"
"熱を出して寝込んでいる私。
心配して覗きに来た夫の一言。
「俺の飯、どうすんの？」




耳を疑った。
「大丈夫？」の一言もないの？
冷蔵庫にあるもので済ませてよ。
コンビニだってあるじゃない。

高熱でぼんやりする頭で、絶望だけがくっきりと浮かぶ。
この人は、私が死んでも「飯」の心配をするんだろうか。

私の実体験はプロフの固定投稿へ。
#体調不良 #夫の無神経 #モラハラ予備軍 #問題","","","2026-01-07 07:02"
"おはようございます。
重い体を起こしてキッチンへ。
夫は新聞を読みながらコーヒーを待っている。
「自分のことは自分でやって」
喉まで出かかった言葉を、熱いコーヒーと一緒に飲み込む。
今日も無理せずいきましょう。","","","2026-01-07 08:15"
"【質問】
体調不良の時、パートナーは頼りになりますか？

1. 神対応（看病してくれる）
2. 役立たず（オロオロするだけ）
3. 敵（家事を要求してくる）

正直な実態を教えてください🙋‍♀️","","","2026-01-07 10:08"
"「察してほしい」は甘えだと気づいた。
夫はエスパーじゃない。
言わなきゃわからない生き物なんだ。

「熱があるから、今日は何もしません」
「夕飯は買ってきて」
宣言することにした。
罪悪感なんて持たなくていい。
私が倒れたら、困るのは夫なんだから。




「『俺の飯は？』と言わせない！体調不良時に夫を動かす『宣言』の力」
具体的な方法はNoteで公開中。
#夫婦のルール #自己主張 #解決策","","","2026-01-07 12:15"
"薬を飲んで横になっていたら、
夫がドタバタと帰ってきた。
「腹減ったー」
大きな独り言。
聞こえないふりをして布団を被る。
私の心は、もうここにはない。
共感したら「いいね」お願いします。","","","2026-01-07 15:05"
"窓の外は雨。
私の心模様みたい。
「ママ、大丈夫？」
子供の小さな手が、おでこに触れる。
その温かさだけが、今の私の救い。
涙がこぼれそう。","","","2026-01-07 17:55"
"「私がやらなきゃ」と頑張りすぎていませんか？
あなたが無理をすればするほど、夫は何もしなくなります。

弱さを見せることは、負けじゃない。
「辛いから助けて」
素直に言えた時、夫も変わるかもしれない。
まずは自分を大切にすることから始めよう。




「『俺の飯は？』と言わせない！体調不良時に夫を動かす『宣言』の力」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ","","","2026-01-07 20:04"
"夜のリビング。
夫がコンビニ弁当を買ってきた。
「お前の分もあるよ」
ぶっきらぼうな優しさ。
「ありがとう」って言ったら、少し照れてた。
これくらいでいい。今は。
同じ気持ちの人、いますか？","","","2026-01-07 21:12"
"今日もお疲れ様でした。
健康な体があってこそ。
明日は少しでも良くなりますように。
おやすみなさい。","","","2026-01-07 22:08"
"明日は今日より少しだけ、心が軽くなりますように。
優しい朝日で、目覚められますように。
プロフの固定投稿もぜひ。
おやすみなさい。","","","2026-01-07 23:15"
