"Text","Image URL","Tags","Posting Time"
"朝ごはんを作る。
洗濯物を干す。
子どもの世話をする。




全部、当たり前になってる。




「ありがとう」って、最後にいつ言われた？
「ありがとう」って、最後にいつ言った？




思い出せない。




感謝の言葉が消えた家は、
温度が下がっていく。
じわじわと、気づかないうちに。




でも今日から、言ってみよう。
小さな「ありがとう」を、取り戻そう。","","Week1-4_Day1-28","2025-11-29 08:38"
"夫がゴミ出ししてくれた。

当たり前って思わず、
「ありがとう」って言ってみた。","","Week1-4_Day1-28","2025-11-29 10:13"
"【問いかけ】
今週、パートナーに「ありがとう」
何回言いましたか？

0回の人、実は多い。","","Week1-4_Day1-28","2025-11-29 12:07"
"【感謝の実験】
今日、意識して5回「ありがとう」言ってみた。




お茶入れてくれて、ありがとう。
荷物持ってくれて、ありがとう。
話聞いてくれて、ありがとう。




5回目くらいで、夫が「どうしたの？」って笑った。
でも、なんか嬉しそうだった。




感謝の言葉、魔法みたい。","","Week1-4_Day1-28","2025-11-29 14:18"
"「やってもらって当たり前」
って思った瞬間、

関係は冷めていく。","","Week1-4_Day1-28","2025-11-29 16:23"
"今夜は、
「今日もお疲れ様」って、

言ってみよう。","","Week1-4_Day1-28","2025-11-29 19:12"
"感謝の言葉が消えた夫婦へ。

「ありがとう」を取り戻す7日間チャレンジ。




Day1: 1日1回言う
Day7: 1日5回言う




小さな感謝が、大きな変化を生む。
具体的な言い方、Noteにまとめました。
→ #夜専用レス手前の会話レシピ","","Week1-4_Day1-28","2025-11-29 20:29"
"「いつもありがとう」

たった一言なのに、
言えない夜が続いてる。","","Week1-4_Day1-28","2025-11-29 21:37"
"昔は「ありがとう」「大好き」
毎日言い合ってたのに。

いつから言わなくなったんだろ。","","Week1-4_Day1-28","2025-11-29 22:48"
"今週の目標、達成。

小さな「ありがとう」を、
毎日言えた。

来週も、続けよう。","","Week1-4_Day1-28","2025-11-29 23:33"
