"Text","Image URL","Tags","Posting Time"
"「体調不良の時こそ、本性が見えますよね？」




フラフラで寝込んでいるのに。
心配するどころか、自分の世話を要求する夫。
「大丈夫？」の一言もない。

この人は、私が倒れても気づかないんじゃないか。
ただの家政婦としか思ってないんじゃないか。
熱より、心が寒い。

私の実体験はプロフの固定投稿へ。
#体調不良 #モラハラ #夫婦の危機 #問題","","Day40","2026-01-01 07:04"
"おはようございます。
自分の体は自分で守る。
今日は堂々とデリバリーを頼みましょう。
罪悪感なんていりません。
今日も無理せずいきましょう。","","Day40","2026-01-01 08:11"
"【質問】
体調不良の時、パートナーは優しくしてくれますか？

1. 神対応
2. 普通
3. むしろ不機嫌になる

正直に教えてください🙋‍♀️","","Day40","2026-01-01 12:08"
"夫が冷たいのは、あなたが「大丈夫」と言いすぎているからかもしれません。
「察して」は通用しません。

「辛いからお粥買ってきて」
「洗濯お願い」
具体的に指示を出しましょう。
男性はタスクを与えられれば動けます。
甘える練習だと思って。




「体調不良の妻に冷たい夫を、神旦那に変える『具体的指示出し』術」
具体的な方法はNoteで公開中。
#夫の教育 #頼り方 #解決策","","Day40","2026-01-01 15:09"
"熱があるのに洗濯物を干す私。
夫はリビングでテレビ。
「手伝おうか？」待ちしてる自分が惨め。
言わなきゃわからない生き物なんだよね...。
これ、あるあるですよね。
共感したら「いいね」お願いします。","","Day40","2026-01-01 17:48"
"夕方のこの時間。
「今日は無理！」とLINEした。
「何か買って帰る」と返信。
言えば伝わるんだ。
小さな変化が大事です。","","Day40","2026-01-01 20:06"
"夫の優しさが感じられないあなたへ。

彼は看病の仕方を知らないだけかもしれません。
子供に教えるように、優しく伝えてみて。
「ありがとう、助かった」
その一言で、彼は「頼られる喜び」を知ります。
育てていきましょう。




「体調不良の妻に冷たい夫を、神旦那に変える『具体的指示出し』術」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ","","Day40","2026-01-01 21:18"
"夜のリビング。
夫が買ってきたプリン。
「これ好きだろ？」って。
不器用な優しさに、少し泣けた。
同じ気持ちの人、いますか？","","Day40","2026-01-01 22:15"
"今日もお疲れ様でした。
健康第一。
ゆっくり休んで、また明日笑いましょう。
おやすみなさい。","","Day40","2026-01-01 23:08"
"明日は今日より少しだけ、心が軽くなりますように。
元気な笑顔が、戻りますように。
プロフの固定投稿もぜひ。
おやすみなさい。","","Day40","2026-01-01 23:08"
