"Text","Image URL","Tags","Posting Time"
"「管理職にならないか？」
上司からの打診。嬉しかった。
認められた気がした。

でも、夫に相談したら顔が曇った。
「家のこと疎かにならない？」
応援してほしかったのに。
「俺の飯は？」「子供の迎えは？」
言葉にはしないけど、そう言われた気がした。

私の人生は、家族の犠牲の上に成り立ってるの？
輝きたい。でも壊したくない。
板挟みの心が叫んでる。

私の実体験はプロフの固定投稿へ。
#キャリア #共働き #女性管理職 #問題","","Week7-8_Day43-60","2026-01-14 07:02"
"おはようございます。
満員電車に揺られながら考える。
私は何のために働いてるんだろう。
生活のため？自分のため？
窓に映る疲れた顔。
でも、負けたくない。
今日も無理せずいきましょう。","","Week7-8_Day43-60","2026-01-14 08:15"
"【質問】
仕事と家庭、両立できてますか？

1. 完璧（スーパーウーマン）
2. ギリギリ（綱渡り状態）
3. 崩壊寸前（助けて...）

正直に教えてください🙋‍♀️","","Week7-8_Day43-60","2026-01-14 10:08"
"仕事も家庭も100点は無理です。
全部自分で抱え込まないで。

家事は外注する、夫を巻き込む。
「できない」と言うのは恥じゃない。
周りを頼ることで、チームは強くなります。
しなやかに働き続けましょう。
あなたが笑顔でいることが、家族の一番の幸せだから。




「仕事も家庭も諦めない！共働き妻のための『罪悪感ゼロのキャリア術』」
具体的な方法はNoteで公開中。
#ワーママ #キャリアアップ #解決策","","Week7-8_Day43-60","2026-01-14 12:15"
"昇進の話、断ろうかな。
夫の不機嫌な顔が浮かぶ。
子供の「寂しい」って声が聞こえる。
私さえ我慢すれば丸く収まる？
...いや、それじゃ私が消えちゃう。
共感したら「いいね」お願いします。","","Week7-8_Day43-60","2026-01-14 15:05"
"夕方のこの時間。
保育園のお迎えダッシュ。
ヒールで走る私、偉い。
誰も褒めてくれないから自分で褒める。
「よくやってるよ、私」
夕焼けが応援してくれてる気がする。","","Week7-8_Day43-60","2026-01-14 17:55"
"キャリアと家庭の狭間で揺れるあなたへ。

あなたが生き生きと働く姿は、
子供にとって最高のロールモデルです。
「ママ、かっこいい」
その一言のために、胸を張って進みましょう。
家族はあなたの足枷じゃない。応援団です。
信じて飛び込んでみて。




「仕事も家庭も諦めない！共働き妻のための『罪悪感ゼロのキャリア術』」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ","","Week7-8_Day43-60","2026-01-14 20:04"
"夜のリビング。
「ママが社長になったらすごいね」と息子。
夫も苦笑いしながら「頑張れよ」。
味方はここにいた。
涙が出そうになった。
同じ気持ちの人、いますか？","","Week7-8_Day43-60","2026-01-14 21:12"
"今日もお疲れ様でした。
働く手は美しい。
家族を想う心はもっと美しい。
おやすみなさい。","","Week7-8_Day43-60","2026-01-14 22:08"
"明日は今日より少しだけ、心が軽くなりますように。
自信を持って、歩き出せますように。
プロフの固定投稿もぜひ。
おやすみなさい。","","Week7-8_Day43-60","2026-01-14 23:15"
