"Text","Image URL","Tags","Posting Time"
"「また電気つけっぱなし！」




朝から私の怒鳴り声が響く。
夫は「うるさいな」と耳を塞ぐ。
言いたくて言ってるわけじゃない。
何度言っても直らないから、声が大きくなる。

私はお母さんじゃない。
妻として見てほしいのに、家政婦か監視員みたい。
こんな自分が一番嫌い。

私の実体験はプロフの固定投稿へ。
#小言 #イライラ #夫の世話 #問題","","","2026-01-05 07:03"
"おはようございます。
洗面所の鏡に映る自分。
眉間にシワが寄ってる。
深呼吸して、指でシワを伸ばす。
今日は「怒らない」を目標にしよう。
今日も無理せずいきましょう。","","","2026-01-05 08:12"
"【質問】
パートナーへの注意、どう伝えてますか？

1. 優しく指摘（仏の心）
2. 嫌味っぽく（察して）
3. 爆発する（鬼の形相）

正直な今のスタイルを教えてください🙋‍♀️","","","2026-01-05 10:05"
"「なんで片付けないの！」
責めれば責めるほど、夫は心を閉ざして逃げていく。
北風と太陽の話みたいに。

「どうしたら片付けやすい？」
「ここにあると掃除機かけにくいんだ」
主語を「私」に変えて、困っている事実だけを伝える。
言葉選び一つで、未来は変わるかもしれない。




「『小言おばさん』になりたくない！夫が自ら動く『伝え方』の技術」
具体的な方法はNoteで公開中。
#言い方 #アサーション #解決策","","","2026-01-05 12:11"
"夫の脱ぎ捨てたパジャマ。
拾い上げると、生温かい。
「またか」とため息をつくけど、
洗濯機に入れる手が止まらない。
結局やってあげちゃう私がいる。
共感したら「いいね」お願いします。","","","2026-01-05 15:08"
"夕方のチャイムが鳴る。
子供たちが公園から帰る時間。
「おかえり」って笑顔で言いたい。
夫にも、子供と同じように。
夕焼けが少し目に染みる。","","","2026-01-05 17:45"
"部屋が汚いことにイライラして、
家族との時間を台無しにしていませんか？

靴下が落ちていても、死ぬわけじゃない。
今日は目をつぶって、夫の好きなビールを買ってみた。
「お、気が利くな」
久しぶりに見た夫の笑顔。
片付いた部屋より、こっちの方がずっといい。




「『小言おばさん』になりたくない！夫が自ら動く『伝え方』の技術」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ","","","2026-01-05 20:02"
"夜のリビング。
夫が珍しくコップを下げた。
「偉いじゃん」って言ったら
「子供扱いすんな」って照れてた。
少しだけ、距離が縮まった夜。
同じ気持ちの人、いますか？","","","2026-01-05 21:15"
"今日もお疲れ様でした。
言葉は刃物にも、薬にもなる。
明日は優しい言葉を選べますように。
おやすみなさい。","","","2026-01-05 22:05"
"明日は今日より少しだけ、心が軽くなりますように。
穏やかな眠りが、訪れますように。
プロフの固定投稿もぜひ。
おやすみなさい。","","","2026-01-05 23:11"
