"Text","Image URL","Tags","Posting Time"
"「話を聞いてほしいだけなのに、解決策ばかり言われてモヤモヤしませんか？」




「で、結論は？」
その言葉で、話す気が失せる。
私はただ、「大変だったね」って言ってほしいだけ。
共感が欲しいだけなのに。

会話が噛み合わない。
キャッチボールじゃなくて、ドッジボールみたい。
痛いよ、その正論。

私の実体験はプロフの固定投稿へ。
#会話なし #すれ違い #夫婦関係 #問題","","","2025-12-22 07:03"
"おはようございます。
言葉が届かない時は、付箋にメッセージを。
「冷蔵庫にプリンあるよ」
そんな小さなメモが、会話のきっかけになります。
今日も無理せずいきましょう。","","","2025-12-22 08:12"
"【質問】
パートナーに「話を聞いてない」と怒られたことはありますか？

1. よくある
2. たまにある
3. ない（相手が聞いてない）

正直に教えてください🙋‍♀️","","","2025-12-22 10:05"
"会話のズレは、脳の使い方の違いかもしれません。
夫が悪気があるわけじゃないんです。

「ただ聞いてほしいだけなんだけど」
最初にそう宣言するだけで、夫は「聞くモード」に切り替えやすくなります。
取扱説明書を渡すような感覚で。




「夫が話を聞いてくれない！を解決する、魔法の枕詞」
具体的な方法はNoteで公開中。
#会話術 #夫婦のコミュニケーション #解決策","","","2025-12-22 12:11"
"一生懸命話してるのに「ふーん」で終了。
壁と話してる方がマシかもって思う瞬間。
虚しいなぁ。
これ、あるあるですよね。
共感したら「いいね」お願いします。","","","2025-12-22 15:08"
"夕方のこの時間。
「今日のご飯なに？」
それ以外の言葉も、たまには聞きたいな。
小さな変化が大事です。","","","2025-12-22 17:45"
"会話が続かないと嘆くあなたへ。

相手を変えるのは難しい。
でも、自分の投げ方は変えられます。
豪速球じゃなくて、ふんわりとしたボールを投げてみて。
きっと受け取ってくれます。




「夫が話を聞いてくれない！を解決する、魔法の枕詞」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ","","","2025-12-22 20:02"
"夜のリビング。
CMの間に、少しだけ雑談できた。
内容は忘れるくらい些細なこと。
でも、嬉しかった。
同じ気持ちの人、いますか？","","","2025-12-22 21:15"
"今日もお疲れ様でした。
言葉は心への架け橋。
明日はもっと、優しい橋がかかりますように。
おやすみなさい。","","","2025-12-22 22:05"
"明日は今日より少しだけ、心が軽くなりますように。
あなたの声が、心に届きますように。
プロフの固定投稿もぜひ。
おやすみなさい。","","","2025-12-22 23:11"
