"Text","Image URL","Tags","Posting Time"
"「どこ行ってたの？」
「誰といたの？」
帰宅した瞬間、尋問が始まる。

夫の束縛が激しい。
GPSで居場所を確認される。
友達とのランチも嫌な顔をされる。
「愛してるから心配なんだ」と言うけれど。

これは愛なの？それとも支配？
鳥かごの中の鳥みたい。
自由な空を飛びたい。
私の翼は、まだ折れてないはず。

私の実体験はプロフの固定投稿へ。
#束縛 #モラハラ #支配 #問題","","","2026-01-21 07:02"
"おはようございます。
窓を開けて空気を入れ替える。
冷たい風が気持ちいい。
深呼吸。
誰にも邪魔されない、私だけの時間。
この自由を守りたい。
今日も無理せずいきましょう。","","","2026-01-21 08:15"
"【質問】
パートナーの束縛、許せますか？

1. 嬉しい（愛されてる！）
2. 多少なら（心配性だなぁ）
3. 無理（逃げる！）

正直に教えてください🙋‍♀️","","","2026-01-21 10:08"
"過度な束縛は、DVの一種かもしれません。
我慢して従う必要はありません。

「それは嫌だ」とはっきり伝える。
嫌なことは嫌と言える関係を作る。
対等なパートナーシップを取り戻しましょう。
あなたは誰の所有物でもありません。
一人の人間として、尊重されるべき存在です。




「愛という名の支配から逃げる！『束縛夫』への対処法と『自分を取り戻す』ステップ」
具体的な方法はNoteで公開中。
#共依存 #自立 #解決策","","","2026-01-21 12:15"
"飲み会に行くだけで不機嫌になる夫。
「男がいるんだろ」って妄想がすごい。
信用されてないのが悲しい。
疲れるな、本当に。
私はあなたの所有物じゃない。
共感したら「いいね」お願いします。","","","2026-01-21 15:05"
"夕方のこの時間。
深呼吸して空を見上げる。
広いな。
私の心も、もっと自由でいいはず。
誰かの顔色を伺うのはもう終わり。
私は私の人生を生きる。","","","2026-01-21 17:55"
"束縛に苦しむあなたへ。

本当の愛は、相手の自由を尊重することです。
お互いに自立し、信頼し合うこと。
それができる関係を目指しましょう。
もし無理なら、離れる勇気も必要です。
あなたの人生は、あなたのものです。
誰にも渡さないで。




「愛という名の支配から逃げる！『束縛夫』への対処法と『自分を取り戻す』ステップ」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ","","","2026-01-21 20:04"
"夜のリビング。
自分の時間を楽しんでみた。
夫は不満そうだけど、気にしない。
私の機嫌は私が取る。
強くなったな、私。
同じ気持ちの人、いますか？","","","2026-01-21 21:12"
"今日もお疲れ様でした。
60日間、一緒に考えてくれてありがとう。
これからも、あなたらしく輝いて。
あなたの幸せを、心から祈っています。
おやすみなさい。","","","2026-01-21 22:08"
"明日は今日より少しだけ、心が軽くなりますように。
自由な翼で、羽ばたけますように。
プロフの固定投稿もぜひ。
おやすみなさい。","","","2026-01-21 23:15"
