"Text","Image URL","Tags","Posting Time"
"朝のLINE。
「燃えるゴミ、いつだっけ?」
「水曜」
「了解」




気づけば、すべての会話が業務連絡。
家事の段取り、子どもの送迎、支払いの確認。




いつから私たち、共同経営者になったんだろう。




「好き」とか「楽しい」とか、
そういう言葉、最後にいつ交わしたっけ？
ふと立ち止まる朝。","","Day3","2025-11-25 07:06"
"夫からのLINE。

「了解」スタンプのみ。

心のシャッター、
音を立てて閉まった気がした。","","Day3","2025-11-25 08:09"
"【問いかけ】
夫がお風呂で口ずさんでる歌、
知ってますか？

私は知らない。
それが、ちょっと悲しい。","","Day3","2025-11-25 10:15"
"【5分だけ向き合う】
今日、スマホ置いて5分だけ話してみた。

「最近どう？」って。




最初は「別に」だったけど、
3分過ぎたあたりから、
仕事の愚痴とか、ぽつぽつ話してくれた。




感情の共有、久しぶりすぎて新鮮だった。","","Day3","2025-11-25 12:04"
"LINEのトーク履歴、見返してみた。

業務連絡の羅列。

3年前にスクロールしたら、
ハートマーク見つけて、
ちょっと泣きそうになった。","","Day3","2025-11-25 15:12"
"「おかえり」のトーンで、
今夜の空気、
だいたい決まる。","","Day3","2025-11-25 17:52"
"業務連絡だけの会話から抜け出す、
3つの話題。

1. 今日あった小さな面白いこと
2. 相手の好きだったもの
3. 未来の小さな計画




沈黙を埋める会話のリハビリ、
Noteに具体例まとめました。
→ #夜専用レス手前の会話レシピ","","Day3","2025-11-25 20:08"
"テレビのバラエティで、
夫が大笑いしてる。

その笑顔、
私には向けてくれないな。","","Day3","2025-11-25 21:21"
"ダブルベッドの真ん中に、
見えない壁がある。

それぞれが端で寝る、
今夜も。","","Day3","2025-11-25 22:11"
"言葉にできなかった想い、
明日に持ち越してもいい。

焦らなくていい。
ゆっくり、ゆっくり。","","Day3","2025-11-25 23:05"
