"Text","Image URL","Tags","Posting Time"
"「『仕事 育児 夫婦仲』で検索した人へ。疲れているのは、あなただけじゃありません。」




仕事から帰って、息つく暇もなく家事と育児。
座った瞬間に寝落ちしそうなほどの疲労感。

パートナーがスマホを見ているだけで、「なんで私だけ」と黒い感情が湧き上がる。
本当は優しくしたいのに、口を開けばトゲのある言葉が出てしまう。

疲れが、私たちの関係を蝕んでいく。

私の実体験はプロフの固定投稿へ。
#共働き夫婦 #育児疲れ #ストレス #問題","","Day18","2025-12-10 07:02"
"おはようございます。
疲れは心の余裕を奪います。
今日は5分だけでいい、自分のためのコーヒータイムを作りませんか？
今日も無理せずいきましょう。","","Day18","2025-12-10 08:15"
"【質問】
最近、パートナーにイライラしてしまう原因は？

1. 家事をしない
2. 話を聞かない
3. 自分の余裕がない

正直に教えてください🙋‍♀️","","Day18","2025-12-10 10:08"
"仕事・育児の疲労が夫婦仲を直撃していることを自覚していますか？
協力的でない配偶者への不満も、元を辿れば「余裕のなさ」が原因かもしれません。

スマホが喧嘩の原因になるのも、現実逃避したい心の表れ。
お互いに「休む」ことを許し合うルールが必要です。




「仕事と育児で疲れ切った夫婦が、夫婦仲を守るための5つの習慣」
具体的な方法はNoteで公開中。
#共働き夫婦 #育児疲れ #解決策","","Day18","2025-12-10 12:15"
"子供が寝た後、泥のように眠りたいのに、残った家事が目に入る。
パートナーは先に寝室へ。あの瞬間の殺意にも似た感情。
これ、あるあるですよね。
共感したら「いいね」お願いします。","","Day18","2025-12-10 15:05"
"夕方のこの時間。
これから始まる「夜の部（家事育児）」に深呼吸。
完璧じゃなくていい。
小さな変化が大事です。","","Day18","2025-12-10 17:55"
"疲労・ストレス対処クラスター。
その悩みを抱えているあなたへ。

「もう限界」
そう心が悲鳴を上げる前に。
二人で倒れないための、チームとしての戦略を立てましょう。




「仕事と育児で疲れ切った夫婦が、夫婦仲を守るための5つの習慣」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ","","Day18","2025-12-10 20:04"
"夜のリビング。
散らかった部屋を見て見ぬふり。
「今日はもう終わり！」と宣言したい。
同じ気持ちの人、いますか？","","Day18","2025-12-10 21:12"
"今日もお疲れ様でした。
生きているだけで、今日は100点満点。
泥のように眠りましょう。
おやすみなさい。","","Day18","2025-12-10 22:08"
"明日は今日より少しだけ、心が軽くなりますように。
疲れが癒えて、優しさが戻りますように。
プロフの固定投稿もぜひ。
おやすみなさい。","","Day18","2025-12-10 23:15"
