"Text","Image URL","Tags","Posting Time"
"「シャンプーないよ」
「麦茶作ってないの？」




無くなったら補充する。
無くなる前に気づく。
それがどれだけ大変か、夫は知らない。
魔法で湧いてくると思ってる。

「気づいた人がやればいい」と言うけれど、
気づくのはいつも私。
やるのはいつも私。
この不公平感、どこにぶつければいいの？

私の実体験はプロフの固定投稿へ。
#名もなき家事 #見えない負担 #主婦の叫び #問題","","Week7-8_Day43-60","2026-01-08 07:04"
"おはようございます。
ゴミ袋を縛りながら思う。
新しい袋をセットするのは誰？
私だ。
小さなイライラが塵のように積もっていく。
爆発する前に吐き出そう。
今日も無理せずいきましょう。","","Week7-8_Day43-60","2026-01-08 08:11"
"【質問】
地味にストレスな「名もなき家事」No.1は？

1. 裏返しの靴下直し
2. 排水溝の掃除
3. 調味料の詰め替え

あなたのイライラポイント教えてください🙋‍♀️","","Week7-8_Day43-60","2026-01-08 12:08"
"家事はやって当たり前。
誰も褒めてくれないし、給料も出ない。
だから虚しくなる。

でも、家族が快適に過ごせるのは私のおかげ。
「私、すごくない？」
自分で自分を褒めてあげる。
そして、夫にも小さなことを頼んでみる。
「蓋閉めてくれてありがとう」
大袈裟に感謝して、巻き込んでいく作戦。




「『私ばっかり！』から卒業。名もなき家事を夫とシェアする『可視化』テクニック」
具体的な方法はNoteで公開中。
#家事ストレス #自己肯定感 #解決策","","Week7-8_Day43-60","2026-01-08 15:09"
"トイレットペーパーの芯が転がってる。
ゴミ箱はすぐそこなのに。
夫の動線にはゴミ箱が見えないらしい。
拾い上げながら、虚しさが込み上げる。
私の人生、芯を拾うためにあるのかな。
共感したら「いいね」お願いします。","","Week7-8_Day43-60","2026-01-08 17:48"
"夕方のスーパー。
「今日の夕飯何？」のLINE。
献立を考えるのが一番の重労働だと、
あなたは知らない。
「何でもいい」が一番困るのよ。
ため息をついて、カートを押す。","","Week7-8_Day43-60","2026-01-08 20:06"
"名もなき家事に追われて疲れているあなたへ。

今日はもう、何もしない日にしませんか？
麦茶がなくても、水道水を飲めばいい。
シャンプーが切れたら、石鹸で洗えばいい。
困らせてみれば、夫も気づくはず。
「ママがいないと回らない」という事実に。




「『私ばっかり！』から卒業。名もなき家事を夫とシェアする『可視化』テクニック」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ","","Week7-8_Day43-60","2026-01-08 21:18"
"夜のリビング。
夫が麦茶のポットを洗ってる！
奇跡？
「お茶飲みたかったから」だって。
自分のためなら動くんだ。
まあ、一歩前進としよう。
同じ気持ちの人、いますか？","","Week7-8_Day43-60","2026-01-08 22:15"
"今日もお疲れ様でした。
誰も見てなくても、私は知ってる。
あなたが家族を守ってること。
おやすみなさい。","","Week7-8_Day43-60","2026-01-08 23:08"
"明日は今日より少しだけ、心が軽くなりますように。
あなたの苦労が、報われますように。
プロフの固定投稿もぜひ。
おやすみなさい。","","Week7-8_Day43-60","2026-01-08 23:08"
