"Text","Image URL","Tags","Posting Time"
"「お父さん、醤油」「ん」。
それだけの会話で終わる老後の食卓。




いま笑顔で「お母さん、これ美味しいね」と言ってくれる子どもたち。その声が消えた後、二人で何を話せばいいのか。




まだ「家族」として賑やかな今が、夫婦として準備できる最後のチャンスかもしれません。","","","2025-11-30 08:43"
"「今日何食べたい？」
夫に聞いても「なんでもいい」。

子どもに聞けば「ハンバーグ！」って即答なのに。","","","2025-11-30 10:17"
"あなたの家の夕食、
子ども抜きで会話が5分続きますか？

続かないなら、要注意です。","","","2025-11-30 12:13"
"「老後の楽しみリスト」を夫婦で作ってみたら、二人とも沈黙した。




子どもの行事、子どもの話題、子どもの写真。全部「子ども」がないと成立しない関係だったことに気づいた。




でも、気づけたなら間に合う。今日から「二人の」楽しみを一つずつ探していこう。","","","2025-11-30 15:07"
"公園で手を繋ぐ老夫婦を見て、
「いいなぁ」って思った。

でも、今の私たち夫婦が
あの姿になれる気がしない。","","","2025-11-30 18:18"
"定年後、夫が家にいる時間が増える。

それが楽しみじゃなくて、
恐怖だと感じてしまう自分がいる。","","","2025-11-30 20:14"
"子どもが巣立った後、夫婦二人で何をしますか？




「特に何も…」と答えたあなたへ。空の巣症候群は、子どもが出て行く前から始まっています。




でも大丈夫。今から準備すれば、二人だけの新しい人生を楽しめます。noteに「夫婦で描く老後の地図」をまとめました。




#夜専用レス手前の会話レシピ
→ リンク先で、無言の老後を変える5つのステップを公開","","","2025-11-30 21:04"
"「子どもの話題以外で、夫と30分話せますか？」

この質問、意外と答えられない人が多い。
でもそれが、老後の会話量を予測してる。","","","2025-11-30 22:07"
"夫婦二人の老後。
想像できますか？

できないなら、
今から想像する練習が必要です。","","","2025-11-30 23:13"
"未来への不安は、
今日の行動で変えられる。

子どもが寝た後の30分、
夫と向き合う時間を作りませんか。","","","2025-11-30 23:13"
