"Text","Image URL","Tags","Posting Time"
"「テレビの中の幸せな夫婦を見て、胸がチクリとしませんか？」




キスシーンでチャンネルを変える夫。
それを見て見ぬふりをする私。
私たちには、あんな情熱はもうないの？

「現実はこんなもん」と自分を納得させるけど。
本当は、ドラマのヒロインみたいに愛されたい。
その願いは、もう叶わないのかな。

私の実体験はプロフの固定投稿へ。
#レス #理想と現実 #夫婦関係 #問題","","Week6_Day36-42","2025-12-30 07:06"
"おはようございます。
比較は不幸の始まり。
よその芝生は青く見えるだけ。
うちにはうちの良さがある。
今日も無理せずいきましょう。","","Week6_Day36-42","2025-12-30 08:09"
"【質問】
パートナーとハグすることはありますか？

1. 毎日
2. たまに
3. 年単位でない

正直に教えてください🙋‍♀️","","Week6_Day36-42","2025-12-30 10:15"
"レスに悩むと、どうしても「行為」の有無に執着してしまいます。
でも、愛の形はそれだけじゃありません。

膝枕で耳かきをする。
マッサージをし合う。
ただ寄り添ってテレビを見る。
それも立派なスキンシップ。
ハードルを下げて、温もりを感じることから。




「行為がなくても愛は伝わる。夫婦の絆を深める『ノンセクシャル・スキンシップ』」
具体的な方法はNoteで公開中。
#レス #スキンシップ #解決策","","Week6_Day36-42","2025-12-30 12:04"
"夫の腕に触れたら、ビクッとされた。
静電気かよ！ってツッコミたかったけど、傷ついた。
慣れてないだけだよね...。
これ、あるあるですよね。
共感したら「いいね」お願いします。","","Week6_Day36-42","2025-12-30 15:12"
"夕方のこの時間。
夫の好きな入浴剤を買ってみる。
「背中流そうか？」は言えないけど。
小さな変化が大事です。","","Week6_Day36-42","2025-12-30 17:52"
"触れ合うことが怖いあなたへ。

言葉で伝えられない想いも、手なら伝えられます。
「お疲れ様」と肩に手を置く。
その5秒の温もりが、夫の鎧を溶かすかもしれません。
勇気を出して、触れてみて。




「行為がなくても愛は伝わる。夫婦の絆を深める『ノンセクシャル・スキンシップ』」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ","","Week6_Day36-42","2025-12-30 20:08"
"夜のリビング。
ソファでうたた寝する夫に毛布をかけた。
少しだけ髪に触れた。
起きなかったけど、満足。
同じ気持ちの人、いますか？","","Week6_Day36-42","2025-12-30 21:21"
"今日もお疲れ様でした。
愛の形は一つじゃない。
あなたたちだけの形を見つけて。
おやすみなさい。","","Week6_Day36-42","2025-12-30 22:11"
"明日は今日より少しだけ、心が軽くなりますように。
優しい温もりに、包まれますように。
プロフの固定投稿もぜひ。
おやすみなさい。","","Week6_Day36-42","2025-12-30 23:05"
