"Text","Image URL","Tags","Posting Time"
"「お義母さんが倒れた」
電話を受けた夫は、私を見て言った。
「頼むな」




病院への送迎、食事の世話、手続き。
全部私がやるの？
夫は「仕事が忙しい」と逃げる。
実の親でしょ？

私の親の時は手伝ってくれなかったのに。
不公平すぎて涙が出る。
優しくなれない自分が嫌になる。
介護要員として結婚したわけじゃない。

私の実体験はプロフの固定投稿へ。
#介護問題 #嫁の務め #夫婦の危機 #問題","","","2026-01-16 07:01"
"おはようございます。
病院へ向かうバスの中。
窓の外は晴れてるのに、私の心は土砂降り。
「なんで私ばっかり」
その言葉が頭をグルグル回る。
深呼吸して、イヤホンで好きな曲を聴く。
今日も無理せずいきましょう。","","","2026-01-16 08:08"
"【質問】
義実家の介護、手伝いますか？

1. 全力でやる（嫁の務め...）
2. できる範囲で（無理しない）
3. 絶対やらない（夫に任せる！）

正直に教えてください🙋‍♀️","","","2026-01-16 10:04"
"介護離職なんて絶対にしてはいけません。
あなたの人生を守ってください。

ケアマネージャー、ヘルパー、施設。
使えるサービスは全部使う。
夫には「具体的なタスク」を振る。
「察して」は通用しません。
「土曜日はあなたが病院に行って」
司令塔になって、賢く乗り切りましょう。




「介護で夫婦崩壊！？『嫁の負担』をゼロにする『チーム介護』の始め方」
具体的な方法はNoteで公開中。
#介護疲れ #ダブルケア #解決策","","","2026-01-16 12:12"
"義母の世話してたら「ありがとう」って言われた。
初めて聞いたかも。
少しだけ報われた気がした。
でも夫にはイラつく。
「母さん喜んでたよ」じゃなくて、お前がやれ。
共感したら「いいね」お願いします。","","","2026-01-16 15:15"
"夕方のこの時間。
病院の待合室。
隣のおばあちゃんと世間話。
「あんた偉いねぇ」って飴ちゃんくれた。
夫より他人の方が優しい。
涙が出そうになった。","","","2026-01-16 18:05"
"介護で心身ともに限界のあなたへ。

あなたが倒れたら、元も子もありません。
まずは自分を一番に大切にしてください。
美味しいものを食べる、マッサージに行く。
罪悪感なんていりません。
笑顔の介護は、自分への優しさから始まります。
シャンパンでも開けちゃおう。




「介護で夫婦崩壊！？『嫁の負担』をゼロにする『チーム介護』の始め方」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ","","","2026-01-16 20:01"
"夜のリビング。
夫に「週末は代わって」と言えた。
「わかった」って。
言えば伝わることもあるんだな。
少しだけ肩の荷が下りた。
同じ気持ちの人、いますか？","","","2026-01-16 21:05"
"今日もお疲れ様でした。
命のバトンタッチ。
尊い仕事をしてる自分を誇ろう。
おやすみなさい。","","","2026-01-16 22:20"
"明日は今日より少しだけ、心が軽くなりますように。
穏やかな時間が、流れますように。
プロフの固定投稿もぜひ。
おやすみなさい。","","","2026-01-16 23:25"
